"doc_id","text"
"hero_001","The Dragon Knight is a tanky melee hero who uses fire breath as his ultimate ability. His mana pool is small but his damage output scales with strength. The hero excels at pushing lanes and controlling team fights."
"hero_002","Crystal Maiden is a ranged support hero with strong mana regeneration. Her ultimate ability deals magical damage in a wide area. The hero is fragile but provides crucial vision and slows."
"hero_003","Invoker is a complex intelligence hero with ten different abilities combined from three orbs. He requires high skill to play but rewards mastery with massive damage and utility."
"hero_004","Phantom Assassin is an agility carry with critical strike passive ability. Her damage scales with attack speed and items. The hero deals physical damage and can solo kill heroes."
"hero_005","Pudge is a strength hero famous for his hook ability that pulls enemies. His ultimate ability deals high magical damage to a single target. The hero builds tanky and roams the map."
"hero_006","Anti Mage is an agility carry hero who counters mana-dependent enemies. His passive burns enemy mana and deals damage based on mana burned. His ultimate teleports him short distances."
"hero_007","Axe is a melee strength hero who excels at initiation. His ultimate ability culls low health enemies instantly. The hero builds tanky armor and uses his call ability to taunt nearby enemies."
"hero_008","Lina is an intelligence hero who deals fire damage. Her ultimate ability is a single target magical nuke. The hero combines stuns and damage to burst down targets quickly in team fights."
"hero_009","Juggernaut is an agility carry hero with strong solo kill potential. His ultimate spins blades dealing physical damage. The hero is mobile and can dodge spells with omnislash."
"hero_010","Witch Doctor is an intelligence support hero with paralyzing cask stun. His ultimate ability targets a single enemy dealing massive damage over time."
"patch_011","Patch update dragon_knight ability has been buffed. The mana cost value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_012","Patch update crystal_maiden ability has been balanced. The duration value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_013","Patch update lina ability has been balanced. The duration value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_014","Patch update juggernaut ability has been nerfed. The attack speed value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_015","Patch update lina ability has been tweaked. The cooldown value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_016","Patch update crystal_maiden ability has been balanced. The range value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_017","Patch update crystal_maiden ability has been tweaked. The movement speed value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_018","Patch update juggernaut ability has been adjusted. The mana cost value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_019","Patch update crystal_maiden ability has been balanced. The cooldown value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_020","Patch update dragon_knight ability has been nerfed. The armor value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_021","Patch update phantom_assassin ability has been balanced. The cooldown value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_022","Patch update phantom_assassin ability has been buffed. The attack speed value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_023","Patch update anti_mage ability has been nerfed. The mana cost value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_024","Patch update invoker ability has been balanced. The damage value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_025","Patch update pudge ability has been adjusted. The cooldown value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_026","Patch update phantom_assassin ability has been nerfed. The duration value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_027","Patch update dragon_knight ability has been adjusted. The mana cost value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_028","Patch update phantom_assassin ability has been reworked. The movement speed value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_029","Patch update lina ability has been tweaked. The damage value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_030","Patch update lina ability has been adjusted. The range value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_031","Patch update invoker ability has been nerfed. The attack speed value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_032","Patch update pudge ability has been balanced. The armor value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_033","Patch update witch_doctor ability has been tweaked. The armor value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_034","Patch update juggernaut ability has been balanced. The attack speed value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_035","Patch update phantom_assassin ability has been adjusted. The armor value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_036","Patch update pudge ability has been nerfed. The movement speed value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_037","Patch update axe ability has been tweaked. The cooldown value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_038","Patch update witch_doctor ability has been tweaked. The duration value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_039","Patch update invoker ability has been buffed. The duration value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_040","Patch update crystal_maiden ability has been balanced. The attack speed value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_041","Patch update invoker ability has been buffed. The range value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_042","Patch update anti_mage ability has been buffed. The mana cost value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_043","Patch update dragon_knight ability has been buffed. The armor value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_044","Patch update witch_doctor ability has been tweaked. The duration value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_045","Patch update dragon_knight ability has been reworked. The cooldown value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_046","Patch update axe ability has been buffed. The armor value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_047","Patch update phantom_assassin ability has been adjusted. The movement speed value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_048","Patch update lina ability has been adjusted. The damage value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_049","Patch update invoker ability has been balanced. The mana cost value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_050","Patch update witch_doctor ability has been balanced. The armor value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_051","Patch update phantom_assassin ability has been nerfed. The mana cost value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_052","Patch update anti_mage ability has been tweaked. The movement speed value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_053","Patch update dragon_knight ability has been adjusted. The range value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_054","Patch update invoker ability has been balanced. The cooldown value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_055","Patch update juggernaut ability has been reworked. The attack speed value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_056","Patch update axe ability has been tweaked. The duration value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_057","Patch update juggernaut ability has been balanced. The duration value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_058","Patch update lina ability has been buffed. The range value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_059","Patch update anti_mage ability has been reworked. The damage value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_060","Patch update lina ability has been nerfed. The duration value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_061","Patch update pudge ability has been balanced. The range value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_062","Patch update pudge ability has been buffed. The damage value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_063","Patch update juggernaut ability has been nerfed. The attack speed value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_064","Patch update crystal_maiden ability has been nerfed. The cooldown value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_065","Patch update pudge ability has been tweaked. The attack speed value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_066","Patch update anti_mage ability has been balanced. The damage value was changed by 15 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_067","Patch update juggernaut ability has been tweaked. The cooldown value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_068","Patch update pudge ability has been reworked. The damage value was changed by 20 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_069","Patch update pudge ability has been tweaked. The attack speed value was changed by 10 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"patch_070","Patch update invoker ability has been tweaked. The cooldown value was changed by 5 percent. This adjustment aims to bring the hero in line with the current meta. Players should expect different gameplay strategies in upcoming matches."
"item_071","The item black king bar provides bonus damage to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_072","The item satanic provides bonus mana cost to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_073","The item divine rapier provides bonus duration to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_074","The item heart of tarrasque provides bonus mana cost to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_075","The item manta style provides bonus cooldown to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_076","The item black king bar provides bonus duration to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_077","The item butterfly provides bonus movement speed to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_078","The item satanic provides bonus movement speed to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_079","The item black king bar provides bonus range to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_080","The item battle fury provides bonus mana cost to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_081","The item heart of tarrasque provides bonus attack speed to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_082","The item heart of tarrasque provides bonus armor to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_083","The item divine rapier provides bonus armor to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_084","The item manta style provides bonus mana cost to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_085","The item black king bar provides bonus mana cost to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_086","The item satanic provides bonus duration to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_087","The item black king bar provides bonus armor to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_088","The item battle fury provides bonus armor to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_089","The item manta style provides bonus movement speed to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_090","The item satanic provides bonus damage to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_091","The item black king bar provides bonus duration to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_092","The item monkey king bar provides bonus movement speed to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_093","The item battle fury provides bonus range to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_094","The item heart of tarrasque provides bonus armor to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_095","The item satanic provides bonus armor to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_096","The item shadow blade provides bonus cooldown to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_097","The item satanic provides bonus movement speed to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_098","The item heart of tarrasque provides bonus attack speed to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_099","The item manta style provides bonus attack speed to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"item_100","The item monkey king bar provides bonus duration to the hero. It is commonly built on carry heroes that need extra survivability and damage. The item costs significant gold but offers strong stats and passive abilities."
"match_101","In the recent match between DRX and OG, a player dominated playing dragon_knight with 13 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_102","In the recent match between OG and TSM, a player dominated playing anti_mage with 9 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_103","In the recent match between DRX and EG, a player dominated playing phantom_assassin with 16 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_104","In the recent match between FNC and Gen.G, a player dominated playing crystal_maiden with 8 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_105","In the recent match between Secret and DRX, a player dominated playing anti_mage with 28 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_106","In the recent match between Gen.G and Secret, a player dominated playing pudge with 11 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_107","In the recent match between DRX and Liquid, a player dominated playing phantom_assassin with 10 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_108","In the recent match between C9 and EG, a player dominated playing witch_doctor with 13 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_109","In the recent match between C9 and T1, a player dominated playing juggernaut with 25 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_110","In the recent match between Liquid and C9, a player dominated playing dragon_knight with 29 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_111","In the recent match between C9 and DRX, a player dominated playing juggernaut with 24 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_112","In the recent match between EG and G2, a player dominated playing lina with 9 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_113","In the recent match between T1 and Gen.G, a player dominated playing anti_mage with 13 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_114","In the recent match between OG and FNC, a player dominated playing pudge with 26 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_115","In the recent match between C9 and FNC, a player dominated playing pudge with 13 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_116","In the recent match between Liquid and Secret, a player dominated playing juggernaut with 9 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_117","In the recent match between Liquid and DRX, a player dominated playing juggernaut with 10 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_118","In the recent match between Secret and T1, a player dominated playing phantom_assassin with 15 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_119","In the recent match between TSM and T1, a player dominated playing juggernaut with 9 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_120","In the recent match between FNC and G2, a player dominated playing dragon_knight with 30 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_121","In the recent match between FNC and Secret, a player dominated playing axe with 27 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_122","In the recent match between C9 and DRX, a player dominated playing juggernaut with 16 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_123","In the recent match between Gen.G and DRX, a player dominated playing witch_doctor with 8 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_124","In the recent match between FNC and C9, a player dominated playing crystal_maiden with 17 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_125","In the recent match between T1 and Secret, a player dominated playing witch_doctor with 5 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_126","In the recent match between OG and FNC, a player dominated playing witch_doctor with 25 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_127","In the recent match between Liquid and C9, a player dominated playing anti_mage with 8 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_128","In the recent match between EG and Secret, a player dominated playing axe with 13 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_129","In the recent match between DRX and T1, a player dominated playing dragon_knight with 13 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_130","In the recent match between DRX and OG, a player dominated playing lina with 28 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_131","In the recent match between T2 and TSM, a player dominated playing juggernaut with 11 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_132","In the recent match between Secret and OG, a player dominated playing anti_mage with 10 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_133","In the recent match between Gen.G and T1, a player dominated playing anti_mage with 8 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_134","In the recent match between Gen.G and FNC, a player dominated playing pudge with 17 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_135","In the recent match between TSM and DRX, a player dominated playing dragon_knight with 29 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_136","In the recent match between Secret and TSM, a player dominated playing invoker with 13 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_137","In the recent match between T1 and T2, a player dominated playing invoker with 18 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_138","In the recent match between Liquid and Gen.G, a player dominated playing axe with 29 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_139","In the recent match between C9 and DRX, a player dominated playing lina with 5 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_140","In the recent match between OG and Gen.G, a player dominated playing invoker with 18 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_141","In the recent match between G2 and T2, a player dominated playing anti_mage with 28 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_142","In the recent match between TSM and G2, a player dominated playing pudge with 16 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_143","In the recent match between T1 and DRX, a player dominated playing dragon_knight with 10 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_144","In the recent match between C9 and Gen.G, a player dominated playing juggernaut with 19 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_145","In the recent match between Gen.G and DRX, a player dominated playing witch_doctor with 14 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_146","In the recent match between EG and Secret, a player dominated playing dragon_knight with 16 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_147","In the recent match between Secret and Liquid, a player dominated playing pudge with 26 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_148","In the recent match between Liquid and Gen.G, a player dominated playing dragon_knight with 19 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_149","In the recent match between EG and OG, a player dominated playing crystal_maiden with 16 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
"match_150","In the recent match between C9 and DRX, a player dominated playing lina with 19 kills. The team coordinated objectives and secured map control. Their ultimate timings were perfect throughout the team fights."
